performance_score,unused-javascript,total-byte-weight,resource_image_bytes,resource_font_bytes,unused-css-rules,unused-javascript_savings_bytes,resource_third-party_bytes,category,strategy
0.99,70.0,7035703.0,5246278.0,22434.0,0.0,146989.0,1750765.0,"Community, Nonprofit & Forums",desktop
1.0,80.0,538748.0,117524.0,22434.0,10.0,99205.0,236657.0,"Community, Nonprofit & Forums",desktop
0.99,40.0,613334.0,181362.0,22434.0,40.0,98614.0,240218.0,"Community, Nonprofit & Forums",desktop
0.96,80.0,642018.0,197358.0,22434.0,40.0,95714.0,236651.0,"Community, Nonprofit & Forums",desktop
0.98,80.0,676950.0,231838.0,22434.0,40.0,95380.0,239577.0,"Community, Nonprofit & Forums",desktop
0.96,120.0,1170167.0,668528.0,22434.0,160.0,98578.0,236646.0,"Community, Nonprofit & Forums",desktop
0.77,40.0,1771406.0,275615.0,57914.0,40.0,651472.0,1317044.0,"Community, Nonprofit & Forums",desktop
0.48,440.0,10991438.0,8850805.0,243536.0,40.0,555130.0,10797946.0,Food & Hospitality,desktop
0.48,760.0,3183700.0,16586.0,341178.0,0.0,861152.0,2593193.0,Food & Hospitality,desktop
0.59,100.0,19037028.0,17338158.0,243533.0,0.0,483146.0,18843490.0,Food & Hospitality,desktop
0.73,240.0,2192954.0,268522.0,243496.0,0.0,599700.0,1999963.0,Food & Hospitality,desktop
0.57,200.0,1811007.0,93895.0,257941.0,40.0,483970.0,1597358.0,Food & Hospitality,desktop
0.59,590.0,2143532.0,116664.0,257836.0,0.0,640921.0,1936063.0,Food & Hospitality,desktop
0.6,240.0,12893055.0,11149091.0,873915.0,80.0,266751.0,397634.0,Food & Hospitality,desktop
0.58,920.0,3044021.0,292262.0,685216.0,110.0,647473.0,1563647.0,Food & Hospitality,desktop
0.93,80.0,1510016.0,58930.0,662082.0,80.0,249276.0,376498.0,Food & Hospitality,desktop
0.94,190.0,1504397.0,58929.0,662068.0,120.0,249152.0,377138.0,Food & Hospitality,desktop
0.74,200.0,5860773.0,4339898.0,681021.0,120.0,284843.0,377089.0,Food & Hospitality,desktop
0.84,360.0,1831762.0,352531.0,662080.0,240.0,288478.0,376495.0,Food & Hospitality,desktop
0.57,380.0,14691451.0,13099441.0,89854.0,0.0,535179.0,1432645.0,Food & Hospitality,desktop
0.86,240.0,2540147.0,997900.0,41251.0,10.0,466826.0,1398915.0,Food & Hospitality,desktop
0.83,520.0,2557732.0,995479.0,41242.0,40.0,466825.0,1417939.0,Food & Hospitality,desktop
0.92,70.0,2603589.0,1061903.0,41253.0,0.0,466398.0,1397967.0,Food & Hospitality,desktop
0.69,490.0,2370945.0,802628.0,70994.0,0.0,497123.0,1424927.0,Food & Hospitality,desktop
0.67,420.0,2560138.0,802662.0,131574.0,0.0,466703.0,1614545.0,Food & Hospitality,desktop
0.6,750.0,3379304.0,788893.0,101434.0,40.0,1151163.0,2430753.0,Food & Hospitality,desktop
0.41,1060.0,12005354.0,7284654.0,206799.0,120.0,1732387.0,11059260.0,Food & Hospitality,desktop
0.85,590.0,2344954.0,790350.0,41245.0,0.0,466396.0,1402377.0,Food & Hospitality,desktop
0.75,400.0,4553236.0,2232803.0,522349.0,160.0,633136.0,4507319.0,Food & Hospitality,desktop
0.64,160.0,2253596.0,138991.0,522363.0,50.0,496746.0,2220893.0,Food & Hospitality,desktop
0.9,40.0,2736640.0,261899.0,603846.0,160.0,497129.0,2705497.0,Food & Hospitality,desktop
0.86,20.0,3110458.0,767864.0,522997.0,220.0,665722.0,3072526.0,Food & Hospitality,desktop
0.64,630.0,2928663.0,773131.0,513553.0,200.0,548367.0,2895987.0,Food & Hospitality,desktop
0.84,360.0,2894612.0,763294.0,513553.0,160.0,528883.0,2863991.0,Food & Hospitality,desktop
0.62,280.0,4808513.0,1184584.0,545532.0,120.0,1002418.0,4766240.0,Food & Hospitality,desktop
0.77,190.0,3714560.0,292486.0,545524.0,40.0,873024.0,3677261.0,Food & Hospitality,desktop
0.81,440.0,2901112.0,759422.0,513551.0,160.0,551942.0,2867319.0,Food & Hospitality,desktop
0.35,2310.0,7647101.0,710075.0,93042.0,120.0,3918363.0,2963655.0,Retail & Ecommerce,desktop
0.28,2120.0,8021247.0,224284.0,93007.0,120.0,4266923.0,3999883.0,Retail & Ecommerce,desktop
0.35,2380.0,9714448.0,996984.0,92952.0,80.0,4447468.0,5171094.0,Retail & Ecommerce,desktop
0.26,2250.0,7933222.0,127575.0,92947.0,80.0,4277068.0,3907666.0,Retail & Ecommerce,desktop
0.16,2440.0,9176997.0,508448.0,92953.0,80.0,4460018.0,5006735.0,Retail & Ecommerce,desktop
0.91,20.0,911128.0,394035.0,130424.0,0.0,58225.0,864127.0,"Health, Beauty & Fitness",desktop
0.88,40.0,526333.0,26434.0,130424.0,0.0,65308.0,480476.0,"Health, Beauty & Fitness",desktop
1.0,0.0,805977.0,309148.0,130424.0,0.0,65308.0,760493.0,"Health, Beauty & Fitness",desktop
0.91,0.0,957264.0,94892.0,130424.0,0.0,59382.0,913466.0,"Health, Beauty & Fitness",desktop
0.76,50.0,1272395.0,381702.0,165904.0,0.0,59177.0,1228245.0,"Health, Beauty & Fitness",desktop
0.92,0.0,909183.0,401264.0,130424.0,0.0,61215.0,864629.0,"Health, Beauty & Fitness",desktop
0.27,1170.0,4643318.0,70507.0,326062.0,200.0,1282506.0,4602716.0,"Health, Beauty & Fitness",desktop
0.91,0.0,693500.0,84309.0,130424.0,0.0,56690.0,649702.0,"Health, Beauty & Fitness",desktop
0.91,0.0,567934.0,70357.0,130424.0,0.0,65308.0,524187.0,"Health, Beauty & Fitness",desktop
0.6,80.0,12726665.0,368286.0,90232.0,40.0,525025.0,12677226.0,Professional & Local Services,desktop
0.91,0.0,3564831.0,893216.0,123423.0,0.0,694387.0,3254589.0,"Health, Beauty & Fitness",desktop
0.62,350.0,3273279.0,233893.0,190493.0,160.0,613529.0,2960570.0,"Health, Beauty & Fitness",desktop
0.94,60.0,2581269.0,260450.0,94857.0,0.0,687176.0,2274177.0,"Health, Beauty & Fitness",desktop
0.96,80.0,2514045.0,90695.0,95333.0,0.0,768767.0,2207916.0,"Health, Beauty & Fitness",desktop
0.78,0.0,3559432.0,893387.0,123252.0,0.0,690144.0,3249309.0,"Health, Beauty & Fitness",desktop
0.99,40.0,2359591.0,61438.0,108329.0,0.0,673651.0,2055677.0,"Health, Beauty & Fitness",desktop
0.92,30.0,2311519.0,29924.0,108358.0,0.0,662717.0,2007763.0,"Health, Beauty & Fitness",desktop
0.96,40.0,2464675.0,73162.0,95423.0,0.0,777407.0,2160676.0,"Health, Beauty & Fitness",desktop
0.97,0.0,2321017.0,40269.0,108714.0,0.0,702449.0,2017516.0,"Health, Beauty & Fitness",desktop
0.85,320.0,1924264.0,1085714.0,0.0,0.0,442091.0,735960.0,Government & Public Services,desktop
0.95,170.0,948044.0,181748.0,0.0,0.0,418908.0,698438.0,Government & Public Services,desktop
0.94,160.0,901475.0,125433.0,0.0,0.0,418497.0,698130.0,Government & Public Services,desktop
0.91,180.0,936652.0,162437.0,0.0,0.0,418870.0,698380.0,Government & Public Services,desktop
0.86,130.0,1065972.0,295045.0,0.0,0.0,418895.0,698378.0,Government & Public Services,desktop
0.96,90.0,934787.0,168698.0,0.0,0.0,416604.0,697958.0,Government & Public Services,desktop
0.86,120.0,924817.0,152812.0,0.0,0.0,418466.0,698050.0,Government & Public Services,desktop
0.99,120.0,896488.0,125433.0,0.0,0.0,418579.0,697959.0,Government & Public Services,desktop
0.97,160.0,937784.0,169703.0,0.0,0.0,418637.0,698046.0,Government & Public Services,desktop
0.83,900.0,1809533.0,250866.0,0.0,0.0,835948.0,1394335.0,Government & Public Services,desktop
0.61,0.0,6297447.0,1297056.0,0.0,80.0,1308175.0,2150369.0,Real Estate & Home,desktop
0.73,0.0,4348217.0,1100583.0,0.0,40.0,1047485.0,2137188.0,Real Estate & Home,desktop
0.64,150.0,8597071.0,5550471.0,665525.0,40.0,782615.0,2194469.0,Real Estate & Home,desktop
0.58,840.0,3170460.0,48564.0,665525.0,120.0,845557.0,2193954.0,Real Estate & Home,desktop
0.78,630.0,3074165.0,36676.0,665525.0,80.0,784102.0,2193296.0,Real Estate & Home,desktop
0.69,360.0,3284807.0,163875.0,665526.0,80.0,846802.0,2193300.0,Real Estate & Home,desktop
0.64,360.0,4268851.0,1217086.0,665525.0,80.0,790516.0,2218815.0,Real Estate & Home,desktop
0.89,200.0,1862514.0,136943.0,362092.0,0.0,517619.0,1454928.0,Real Estate & Home,desktop
0.56,400.0,3074094.0,36691.0,665525.0,40.0,783753.0,2193233.0,Real Estate & Home,desktop
0.51,810.0,3172562.0,49115.0,665525.0,370.0,816127.0,2193419.0,Real Estate & Home,desktop
0.52,360.0,14698109.0,10654959.0,665525.0,40.0,975599.0,2954979.0,Real Estate & Home,desktop
0.76,400.0,3283019.0,163870.0,665525.0,80.0,846716.0,2193363.0,Real Estate & Home,desktop
0.93,40.0,5746861.0,4220192.0,670463.0,80.0,183722.0,300510.0,"Health, Beauty & Fitness",desktop
0.88,100.0,1263437.0,255436.0,501171.0,50.0,79746.0,155787.0,"Health, Beauty & Fitness",desktop
0.88,40.0,2138182.0,1127671.0,501171.0,0.0,80004.0,155468.0,"Health, Beauty & Fitness",desktop
0.97,40.0,1185066.0,187342.0,501171.0,40.0,80095.0,155787.0,"Health, Beauty & Fitness",desktop
0.98,80.0,1168445.0,173929.0,501171.0,90.0,80095.0,155796.0,"Health, Beauty & Fitness",desktop
0.95,0.0,5741273.0,4220020.0,670463.0,80.0,184150.0,300262.0,"Health, Beauty & Fitness",desktop
0.95,80.0,1262652.0,255614.0,501171.0,80.0,80075.0,155773.0,"Health, Beauty & Fitness",desktop
0.86,40.0,2134791.0,1127671.0,501171.0,0.0,80141.0,155923.0,"Health, Beauty & Fitness",desktop
0.94,0.0,1272913.0,262012.0,501171.0,80.0,80095.0,155796.0,"Health, Beauty & Fitness",desktop
0.94,80.0,1256467.0,255258.0,501171.0,80.0,79744.0,155863.0,"Health, Beauty & Fitness",desktop
0.66,280.0,5983970.0,4837314.0,124018.0,200.0,349908.0,697993.0,"Health, Beauty & Fitness",desktop
0.94,0.0,1363482.0,537348.0,83958.0,160.0,218614.0,548638.0,"Health, Beauty & Fitness",desktop
0.71,20.0,2978796.0,242304.0,355101.0,200.0,1121656.0,2458779.0,"Health, Beauty & Fitness",desktop
0.96,0.0,1193314.0,242304.0,98938.0,160.0,299296.0,674973.0,"Health, Beauty & Fitness",desktop
0.81,360.0,1664140.0,725126.0,83958.0,160.0,298757.0,659684.0,"Health, Beauty & Fitness",desktop
0.96,0.0,1389965.0,537843.0,84010.0,120.0,219033.0,570709.0,"Health, Beauty & Fitness",desktop
0.65,0.0,3092163.0,242304.0,355000.0,200.0,1198667.0,2572146.0,"Health, Beauty & Fitness",desktop
0.94,0.0,1501816.0,537311.0,102678.0,190.0,298403.0,962814.0,"Health, Beauty & Fitness",desktop
0.95,40.0,2211971.0,1199369.0,87802.0,120.0,329086.0,682146.0,"Health, Beauty & Fitness",desktop
0.68,160.0,1264709.0,618374.0,298604.0,80.0,78921.0,8344.0,"Health, Beauty & Fitness",desktop
0.57,120.0,3926603.0,3279660.0,298574.0,120.0,78579.0,22895.0,"Health, Beauty & Fitness",desktop
0.77,80.0,7149185.0,5642977.0,51966.0,0.0,481464.0,900870.0,"Health, Beauty & Fitness",desktop
0.63,410.0,11000439.0,9490553.0,51965.0,0.0,480034.0,901585.0,"Health, Beauty & Fitness",desktop
0.76,40.0,7286664.0,5642970.0,51963.0,0.0,481109.0,901034.0,"Health, Beauty & Fitness",desktop
0.73,40.0,7408809.0,5709437.0,158406.0,0.0,401832.0,1280116.0,"Health, Beauty & Fitness",desktop
0.66,350.0,12508023.0,10862455.0,51966.0,0.0,481630.0,898979.0,"Health, Beauty & Fitness",desktop
0.64,680.0,12160493.0,7295921.0,51966.0,0.0,480697.0,4260238.0,"Health, Beauty & Fitness",desktop
0.7,40.0,12625142.0,7683399.0,51965.0,0.0,481516.0,4261872.0,"Health, Beauty & Fitness",desktop
0.58,460.0,8861365.0,7212392.0,51965.0,0.0,480309.0,900866.0,"Health, Beauty & Fitness",desktop
0.65,440.0,8751190.0,7102456.0,51965.0,0.0,480625.0,900967.0,"Health, Beauty & Fitness",desktop
0.87,0.0,20087098.0,2950449.0,641413.0,120.0,525848.0,2040880.0,"Health, Beauty & Fitness",desktop
0.68,40.0,4544130.0,1787344.0,559314.0,160.0,557759.0,1973002.0,"Health, Beauty & Fitness",desktop
0.48,50.0,5167111.0,2416265.0,559357.0,50.0,557304.0,1959203.0,"Health, Beauty & Fitness",desktop
0.71,0.0,3957787.0,2150894.0,442924.0,80.0,454424.0,1126206.0,"Health, Beauty & Fitness",desktop
0.76,40.0,14360300.0,985533.0,542416.0,160.0,557169.0,1942394.0,"Health, Beauty & Fitness",desktop
0.64,80.0,6945516.0,4194297.0,559345.0,200.0,557700.0,1959161.0,"Health, Beauty & Fitness",desktop
0.83,40.0,2285363.0,841550.0,440540.0,160.0,220210.0,763326.0,"Health, Beauty & Fitness",desktop
0.57,80.0,8810925.0,3744072.0,830079.0,120.0,1150708.0,4130637.0,"Health, Beauty & Fitness",desktop
0.6,0.0,6625407.0,1845883.0,846447.0,120.0,1025433.0,3833411.0,"Health, Beauty & Fitness",desktop
0.67,80.0,4472477.0,1553254.0,726947.0,80.0,557494.0,1978331.0,"Health, Beauty & Fitness",desktop
0.79,260.0,2292281.0,294063.0,103067.0,90.0,677591.0,1567285.0,"Health, Beauty & Fitness",desktop
0.57,430.0,2616599.0,600694.0,104007.0,120.0,681316.0,1566702.0,"Health, Beauty & Fitness",desktop
0.65,240.0,2494358.0,462767.0,103064.0,80.0,682043.0,1565643.0,"Health, Beauty & Fitness",desktop
0.7,420.0,3091981.0,1003286.0,120480.0,130.0,725801.0,1584407.0,"Health, Beauty & Fitness",desktop
0.73,430.0,3377112.0,1360757.0,103067.0,130.0,681380.0,1565737.0,"Health, Beauty & Fitness",desktop
0.66,430.0,2830382.0,259297.0,249550.0,90.0,817575.0,2124373.0,"Health, Beauty & Fitness",desktop
0.66,400.0,2491778.0,463653.0,103028.0,80.0,681751.0,1566679.0,"Health, Beauty & Fitness",desktop
0.77,480.0,2663092.0,649341.0,103067.0,130.0,681605.0,1561631.0,"Health, Beauty & Fitness",desktop
0.7,250.0,2136889.0,293866.0,103067.0,40.0,580031.0,1414882.0,"Health, Beauty & Fitness",desktop
0.84,0.0,3873708.0,2089338.0,59728.0,0.0,689414.0,1108681.0,"Health, Beauty & Fitness",desktop
0.47,160.0,4312511.0,1889494.0,525049.0,0.0,375613.0,945352.0,"Health, Beauty & Fitness",desktop
0.66,160.0,1984901.0,51831.0,525049.0,0.0,432035.0,637861.0,"Health, Beauty & Fitness",desktop
0.79,200.0,3208675.0,1203044.0,525049.0,0.0,406855.0,1431832.0,"Health, Beauty & Fitness",desktop
0.65,40.0,4356578.0,360462.0,571369.0,0.0,926843.0,2653819.0,"Health, Beauty & Fitness",desktop
0.69,200.0,2792810.0,836972.0,525049.0,0.0,376667.0,890406.0,"Health, Beauty & Fitness",desktop
0.5,0.0,2159291.0,39254.0,525049.0,0.0,436825.0,637595.0,"Health, Beauty & Fitness",desktop
0.87,120.0,1971777.0,522.0,525049.0,0.0,437945.0,637777.0,"Health, Beauty & Fitness",desktop
0.8,40.0,1968779.0,547.0,525049.0,0.0,438838.0,637478.0,"Health, Beauty & Fitness",desktop
0.32,120.0,4695439.0,6549.0,571368.0,0.0,1079738.0,2653666.0,"Health, Beauty & Fitness",desktop
0.87,40.0,5484715.0,3488990.0,748798.0,40.0,470651.0,4829288.0,Technology & SaaS,desktop
0.64,40.0,2476502.0,79137.0,722647.0,320.0,394347.0,1818221.0,Technology & SaaS,desktop
0.68,40.0,2423569.0,448949.0,722615.0,40.0,470898.0,1763233.0,Technology & SaaS,desktop
0.81,80.0,2235895.0,197802.0,722635.0,40.0,519054.0,1571503.0,Technology & SaaS,desktop
0.61,160.0,4704408.0,2670418.0,722616.0,40.0,519477.0,4044230.0,Technology & SaaS,desktop
0.7,80.0,3002398.0,1028145.0,722615.0,40.0,471189.0,2342156.0,Technology & SaaS,desktop
0.52,40.0,6773758.0,4802009.0,722615.0,40.0,470728.0,6116115.0,Technology & SaaS,desktop
0.71,40.0,3935212.0,184727.0,838233.0,0.0,426441.0,3279674.0,Technology & SaaS,desktop
0.54,40.0,7278197.0,5302166.0,722615.0,0.0,471171.0,6616960.0,Technology & SaaS,desktop
0.66,80.0,4017976.0,246754.0,811719.0,40.0,474099.0,3374180.0,Technology & SaaS,desktop
0.92,40.0,1865039.0,476787.0,384322.0,80.0,436041.0,763740.0,Government & Public Services,desktop
0.99,40.0,1395810.0,10621.0,384318.0,80.0,422770.0,762795.0,Government & Public Services,desktop
0.91,80.0,1344086.0,10601.0,384319.0,80.0,395604.0,711882.0,Government & Public Services,desktop
0.89,40.0,1672273.0,10684.0,768647.0,40.0,389060.0,709789.0,Government & Public Services,desktop
0.81,40.0,1860509.0,480768.0,384314.0,80.0,430763.0,759651.0,Government & Public Services,desktop
0.92,90.0,1676301.0,10691.0,768647.0,40.0,390344.0,711968.0,Government & Public Services,desktop
0.99,30.0,1341460.0,10666.0,384320.0,40.0,373088.0,713688.0,Government & Public Services,desktop
0.97,0.0,1394407.0,10740.0,384320.0,80.0,404129.0,755969.0,Government & Public Services,desktop
0.96,40.0,1346097.0,10690.0,384318.0,80.0,395268.0,710343.0,Government & Public Services,desktop
0.95,40.0,1343240.0,10691.0,384321.0,80.0,395624.0,710608.0,Government & Public Services,desktop
0.85,320.0,2916277.0,538480.0,263377.0,120.0,837442.0,1727781.0,Government & Public Services,desktop
0.75,240.0,3753130.0,1385994.0,263378.0,120.0,837273.0,1724900.0,Government & Public Services,desktop
0.5,320.0,2915032.0,538501.0,263378.0,40.0,835204.0,1725195.0,Government & Public Services,desktop
0.47,660.0,3450083.0,69396.0,298861.0,160.0,1395603.0,2734748.0,Government & Public Services,desktop
0.79,320.0,2603655.0,163447.0,336055.0,50.0,835678.0,1725815.0,Government & Public Services,desktop
0.71,200.0,2496234.0,52434.0,336055.0,30.0,836828.0,1724712.0,Government & Public Services,desktop
0.63,200.0,2807677.0,292231.0,411441.0,70.0,835807.0,1725627.0,Government & Public Services,desktop
0.7,240.0,2453775.0,86884.0,263384.0,0.0,837095.0,1724851.0,Government & Public Services,desktop
0.83,240.0,2579846.0,209577.0,263376.0,80.0,838580.0,1730930.0,Government & Public Services,desktop
0.55,840.0,7734911.0,5543249.0,209277.0,80.0,1180417.0,682137.0,Government & Public Services,desktop
0.61,970.0,4017210.0,2054801.0,0.0,120.0,1193997.0,453343.0,Government & Public Services,desktop
0.47,120.0,11522328.0,787501.0,564802.0,0.0,1890648.0,8053964.0,Technology & SaaS,desktop
0.56,250.0,5782280.0,342917.0,658760.0,0.0,778374.0,1354860.0,Technology & SaaS,desktop
0.62,280.0,3757391.0,112798.0,564800.0,0.0,370637.0,208209.0,Technology & SaaS,desktop
0.54,0.0,33666550.0,28390861.0,1428416.0,40.0,477976.0,1125657.0,Technology & SaaS,desktop
0.48,40.0,14382663.0,968023.0,564806.0,0.0,3163556.0,10587697.0,Technology & SaaS,desktop
0.75,280.0,3702710.0,81739.0,564800.0,0.0,373980.0,177073.0,Technology & SaaS,desktop
0.88,160.0,3548940.0,204071.0,564954.0,0.0,382765.0,299063.0,Technology & SaaS,desktop
0.68,30.0,3851391.0,190427.0,564806.0,0.0,363199.0,284718.0,Technology & SaaS,desktop
0.71,0.0,3300156.0,37363.0,564954.0,0.0,378437.0,131712.0,Technology & SaaS,desktop
0.55,270.0,5658740.0,241239.0,658767.0,0.0,786044.0,1251724.0,Technology & SaaS,desktop
0.94,40.0,14216294.0,7549965.0,331694.0,0.0,292250.0,13726334.0,Technology & SaaS,desktop
0.76,300.0,4752663.0,3180268.0,344729.0,170.0,292541.0,4684930.0,Technology & SaaS,desktop
0.9,0.0,3170008.0,1598613.0,344741.0,170.0,291201.0,3105880.0,Technology & SaaS,desktop
0.88,80.0,6450587.0,4909839.0,314333.0,210.0,292404.0,6416880.0,Technology & SaaS,desktop
0.83,40.0,2068127.0,497812.0,344726.0,180.0,292496.0,2003630.0,Technology & SaaS,desktop
0.87,40.0,2419798.0,687907.0,344745.0,160.0,398244.0,2355994.0,Technology & SaaS,desktop
0.8,260.0,2314138.0,355265.0,367458.0,120.0,353156.0,2243888.0,Technology & SaaS,desktop
0.76,40.0,1977395.0,245469.0,344730.0,160.0,398178.0,1912391.0,Technology & SaaS,desktop
0.78,220.0,1895018.0,322796.0,344743.0,150.0,292577.0,1828763.0,Technology & SaaS,desktop
0.7,360.0,3086229.0,1516603.0,344742.0,130.0,292636.0,3023087.0,Technology & SaaS,desktop
0.92,80.0,1295836.0,230417.0,102241.0,80.0,399115.0,726593.0,Government & Public Services,desktop
0.99,80.0,1090368.0,55441.0,103435.0,80.0,369718.0,696925.0,Government & Public Services,desktop
1.0,50.0,1100815.0,65173.0,103429.0,40.0,369839.0,697066.0,Government & Public Services,desktop
0.91,80.0,1210807.0,166356.0,103420.0,30.0,369261.0,700569.0,Government & Public Services,desktop
0.99,120.0,1177610.0,133781.0,103435.0,0.0,369094.0,700838.0,Government & Public Services,desktop
0.85,80.0,1077455.0,34750.0,103434.0,50.0,369455.0,700880.0,Government & Public Services,desktop
0.97,80.0,1060578.0,25077.0,103428.0,40.0,369817.0,696870.0,Government & Public Services,desktop
0.42,200.0,4390919.0,1984872.0,397730.0,360.0,639831.0,1021519.0,Government & Public Services,desktop
0.6,440.0,2279495.0,102198.0,158992.0,320.0,643140.0,962856.0,Government & Public Services,desktop
0.46,840.0,4246474.0,772909.0,317558.0,360.0,1232093.0,2263037.0,Government & Public Services,desktop
0.64,0.0,2931084.0,775382.0,158996.0,200.0,641097.0,962615.0,Government & Public Services,desktop
0.37,1770.0,7210470.0,858628.0,158997.0,360.0,3074413.0,5470773.0,Government & Public Services,desktop
0.6,40.0,2579625.0,387638.0,190754.0,200.0,672279.0,994541.0,Government & Public Services,desktop
0.38,400.0,6157611.0,3775678.0,381578.0,320.0,709864.0,962893.0,Government & Public Services,desktop
0.74,400.0,3022978.0,708644.0,317560.0,400.0,641357.0,962965.0,Government & Public Services,desktop
0.57,400.0,3177344.0,849561.0,317558.0,320.0,641661.0,963101.0,Government & Public Services,desktop
0.58,0.0,2486386.0,281425.0,190761.0,160.0,710021.0,995691.0,Government & Public Services,desktop
0.76,0.0,4395991.0,1170863.0,1545242.0,40.0,464157.0,1332839.0,Government & Public Services,desktop
0.28,1010.0,8475456.0,5545800.0,366501.0,190.0,1089354.0,2593751.0,Government & Public Services,desktop
0.88,50.0,2829208.0,911959.0,331027.0,80.0,533374.0,1599048.0,Government & Public Services,desktop
0.47,710.0,3004939.0,1024015.0,354503.0,80.0,533406.0,1661982.0,Government & Public Services,desktop
0.36,880.0,5640423.0,1269250.0,349475.0,120.0,888058.0,4173721.0,Government & Public Services,desktop
0.54,480.0,2433713.0,468888.0,331024.0,100.0,532929.0,1637564.0,Government & Public Services,desktop
0.13,480.0,4631652.0,680785.0,392863.0,100.0,841818.0,3628703.0,Government & Public Services,desktop
0.56,550.0,2537826.0,621351.0,331023.0,210.0,533362.0,1597543.0,Government & Public Services,desktop
0.95,40.0,646023.0,360632.0,137860.0,0.0,31693.0,188564.0,Arts & Entertainment,desktop
0.97,40.0,519254.0,183569.0,169383.0,0.0,31736.0,284272.0,Arts & Entertainment,desktop
0.97,0.0,551220.0,254008.0,137860.0,0.0,31593.0,188564.0,Arts & Entertainment,desktop
0.95,80.0,599849.0,306470.0,137860.0,0.0,31568.0,210930.0,Arts & Entertainment,desktop
0.96,40.0,1060924.0,760221.0,137860.0,0.0,31693.0,229729.0,Arts & Entertainment,desktop
0.93,30.0,510436.0,183635.0,169384.0,0.0,31900.0,275289.0,Arts & Entertainment,desktop
0.4,40.0,7069383.0,331415.0,195575.0,0.0,1357007.0,6692708.0,Education & Reference,desktop
0.19,790.0,5483503.0,1072438.0,200799.0,0.0,1308784.0,4391574.0,Education & Reference,desktop
1.0,0.0,557.0,0.0,0.0,0.0,0.0,0.0,Education & Reference,desktop
0.61,130.0,4653451.0,241955.0,192504.0,0.0,1309427.0,4281628.0,Education & Reference,desktop
1.0,0.0,558.0,0.0,0.0,0.0,0.0,0.0,Education & Reference,desktop
1.0,0.0,557.0,0.0,0.0,0.0,0.0,0.0,Education & Reference,desktop
0.97,0.0,1159997.0,37685.0,84527.0,0.0,391778.0,962000.0,Education & Reference,desktop
1.0,0.0,557.0,0.0,0.0,0.0,0.0,0.0,Education & Reference,desktop
0.42,0.0,4585513.0,422713.0,197447.0,0.0,1279165.0,4140075.0,Education & Reference,desktop
1.0,0.0,557.0,0.0,0.0,0.0,0.0,0.0,Education & Reference,desktop
0.26,1620.0,23290966.0,1712117.0,242491.0,70.0,2758767.0,21555668.0,Food & Hospitality,desktop
0.35,1680.0,24846442.0,1167993.0,240155.0,30.0,2397721.0,23568826.0,Food & Hospitality,desktop
0.34,1760.0,21752799.0,932167.0,240182.0,50.0,2432692.0,20499074.0,Food & Hospitality,desktop
0.81,160.0,1581126.0,897784.0,0.0,80.0,221613.0,507721.0,Government & Public Services,desktop
0.94,80.0,1519510.0,774207.0,0.0,80.0,267382.0,507845.0,Government & Public Services,desktop
0.98,40.0,859502.0,173371.0,0.0,80.0,243038.0,507734.0,Government & Public Services,desktop
0.98,180.0,1108409.0,352433.0,0.0,60.0,267688.0,518266.0,Government & Public Services,desktop
0.98,40.0,1003064.0,249669.0,0.0,50.0,267877.0,518213.0,Government & Public Services,desktop
0.98,40.0,1012255.0,267333.0,0.0,40.0,267895.0,515858.0,Government & Public Services,desktop
0.99,40.0,904692.0,161711.0,0.0,20.0,267877.0,507730.0,Government & Public Services,desktop
0.99,20.0,1037122.0,283163.0,0.0,40.0,267675.0,518332.0,Government & Public Services,desktop
0.83,200.0,1606692.0,864247.0,0.0,120.0,267662.0,530413.0,Government & Public Services,desktop
0.57,40.0,12296352.0,6011045.0,0.0,0.0,802700.0,6565000.0,Hobbies & Lifestyle,desktop
0.51,210.0,9364342.0,4456278.0,0.0,0.0,1172724.0,5965477.0,Hobbies & Lifestyle,desktop
0.43,260.0,8963421.0,3411858.0,0.0,0.0,1537371.0,5628807.0,Hobbies & Lifestyle,desktop
0.46,250.0,9790540.0,3011458.0,35392.0,0.0,1748163.0,6894146.0,Hobbies & Lifestyle,desktop
0.75,270.0,5654716.0,4421656.0,224514.0,40.0,398081.0,766322.0,Education & Reference,desktop
0.85,420.0,1438047.0,245358.0,191602.0,200.0,398153.0,658080.0,Education & Reference,desktop
0.89,80.0,2431331.0,1201188.0,224502.0,40.0,398420.0,658220.0,Education & Reference,desktop
0.83,280.0,2030832.0,796343.0,224508.0,80.0,399102.0,657908.0,Education & Reference,desktop
0.84,420.0,5194457.0,4102064.0,191602.0,80.0,369248.0,564799.0,Education & Reference,desktop
0.98,230.0,1241277.0,49660.0,191602.0,80.0,399036.0,657958.0,Education & Reference,desktop
0.88,300.0,1991147.0,759174.0,224508.0,40.0,387369.0,956544.0,Education & Reference,desktop
0.71,510.0,9849849.0,8606829.0,224502.0,120.0,502612.0,664368.0,Education & Reference,desktop
0.83,340.0,6378304.0,457791.0,224508.0,40.0,398230.0,658316.0,Education & Reference,desktop
0.94,90.0,4087770.0,2921051.0,175327.0,280.0,231666.0,944652.0,Education & Reference,desktop
0.74,120.0,2114170.0,987854.0,144828.0,80.0,252597.0,780970.0,Education & Reference,desktop
0.83,110.0,1136981.0,732.0,160430.0,120.0,252581.0,793439.0,Education & Reference,desktop
