performance_score,unused-javascript,total-byte-weight,resource_image_bytes,resource_font_bytes,unused-css-rules,unused-javascript_savings_bytes,resource_third-party_bytes,category,strategy
0.38,680.0,19980139.0,3830360.0,1107438.0,0.0,7785393.0,7683009.0,Real Estate & Home,desktop
0.52,80.0,16377328.0,242143.0,1034472.0,0.0,7682226.0,3315367.0,Real Estate & Home,desktop
0.51,80.0,16484918.0,113646.0,1049033.0,0.0,7786497.0,3205744.0,Real Estate & Home,desktop
0.35,5860.0,17860761.0,1888299.0,1034793.0,0.0,7538057.0,3742512.0,Real Estate & Home,desktop
0.53,80.0,17503264.0,1613721.0,1034659.0,0.0,7532455.0,3394518.0,Real Estate & Home,desktop
0.48,120.0,24602803.0,8001908.0,1034469.0,0.0,7636215.0,9876376.0,Real Estate & Home,desktop
0.28,7800.0,26572908.0,8316277.0,1093284.0,0.0,8695156.0,14066407.0,Real Estate & Home,desktop
0.43,640.0,16780494.0,881187.0,1034523.0,0.0,7534564.0,4016984.0,Real Estate & Home,desktop
0.22,3390.0,19891082.0,348986.0,1218391.0,40.0,9156189.0,3699561.0,Real Estate & Home,desktop
0.42,640.0,19489056.0,3848750.0,1033534.0,40.0,7527170.0,5701316.0,Real Estate & Home,desktop
0.99,0.0,1486464.0,757980.0,62226.0,0.0,108417.0,0.0,Real Estate & Home,desktop
0.7,0.0,1046776.0,241151.0,62176.0,0.0,99536.0,0.0,Real Estate & Home,desktop
0.67,0.0,1428473.0,283488.0,62176.0,0.0,149928.0,278021.0,Real Estate & Home,desktop
0.71,0.0,1051494.0,231924.0,62176.0,0.0,99864.0,0.0,Real Estate & Home,desktop
0.78,0.0,1333836.0,188929.0,62176.0,0.0,149933.0,278037.0,Real Estate & Home,desktop
0.7,0.0,1504724.0,364693.0,62176.0,0.0,153013.0,273676.0,Real Estate & Home,desktop
0.77,0.0,1011391.0,191851.0,62176.0,0.0,99842.0,0.0,Real Estate & Home,desktop
0.95,0.0,5584897.0,4856663.0,62226.0,0.0,108036.0,4853536.0,Real Estate & Home,desktop
0.85,0.0,1362939.0,289270.0,62176.0,0.0,149055.0,197378.0,Real Estate & Home,desktop
0.92,0.0,1403355.0,246981.0,62224.0,0.0,149486.0,276027.0,Real Estate & Home,desktop
0.55,380.0,4875044.0,2300629.0,149122.0,0.0,1088940.0,1286021.0,Real Estate & Home,desktop
0.45,530.0,2381772.0,0.0,149123.0,90.0,1053511.0,1283977.0,Real Estate & Home,desktop
0.6,380.0,2633908.0,322003.0,149125.0,40.0,1020157.0,1284012.0,Real Estate & Home,desktop
0.54,0.0,3881006.0,1425100.0,149124.0,40.0,1051513.0,1136000.0,Real Estate & Home,desktop
0.56,360.0,3780206.0,984422.0,149123.0,0.0,1111537.0,1412415.0,Real Estate & Home,desktop
0.43,510.0,4150533.0,1547965.0,133588.0,80.0,1144830.0,1278590.0,Real Estate & Home,desktop
0.47,0.0,5963541.0,3222220.0,149123.0,0.0,1093274.0,1401819.0,Real Estate & Home,desktop
0.58,0.0,3372491.0,928022.0,149123.0,70.0,1053675.0,1134900.0,Real Estate & Home,desktop
0.43,360.0,5665566.0,2923668.0,149123.0,40.0,1097066.0,1403056.0,Real Estate & Home,desktop
0.6,290.0,2944883.0,405734.0,133588.0,40.0,1137191.0,1268103.0,Real Estate & Home,desktop
0.86,320.0,2213403.0,908632.0,43403.0,40.0,576771.0,660691.0,Real Estate & Home,desktop
0.84,400.0,2213483.0,908648.0,43413.0,200.0,576867.0,660673.0,Real Estate & Home,desktop
0.45,230.0,2212900.0,908652.0,43413.0,70.0,576718.0,660625.0,Real Estate & Home,desktop
0.6,440.0,2214571.0,908652.0,43413.0,200.0,576757.0,660697.0,Real Estate & Home,desktop
0.55,400.0,2213339.0,908609.0,43404.0,120.0,576829.0,660789.0,Real Estate & Home,desktop
0.84,360.0,2213747.0,908648.0,43413.0,80.0,576901.0,660683.0,Real Estate & Home,desktop
0.61,330.0,2213331.0,908669.0,43415.0,90.0,576942.0,660786.0,Real Estate & Home,desktop
0.78,370.0,2213679.0,908642.0,43413.0,90.0,576930.0,660780.0,Real Estate & Home,desktop
0.86,390.0,2214439.0,908644.0,43413.0,70.0,576853.0,660732.0,Real Estate & Home,desktop
0.8,360.0,2213419.0,908670.0,43415.0,0.0,577355.0,660889.0,Real Estate & Home,desktop
0.49,130.0,4829283.0,1518342.0,444967.0,10.0,494393.0,2560758.0,Real Estate & Home,desktop
0.4,70.0,3918130.0,418874.0,432247.0,250.0,521802.0,2594813.0,Real Estate & Home,desktop
0.44,190.0,3788291.0,247242.0,477234.0,100.0,500073.0,2643812.0,Real Estate & Home,desktop
0.49,140.0,3711845.0,171170.0,399974.0,30.0,638102.0,2760715.0,Real Estate & Home,desktop
0.43,80.0,7504135.0,3953922.0,498804.0,190.0,494140.0,2654437.0,Real Estate & Home,desktop
0.41,140.0,3942204.0,400578.0,431028.0,160.0,494144.0,2589323.0,Real Estate & Home,desktop
0.65,170.0,3909782.0,364454.0,431404.0,90.0,517163.0,2610923.0,Real Estate & Home,desktop
0.45,150.0,3792987.0,295498.0,432248.0,0.0,501061.0,2603335.0,Real Estate & Home,desktop
0.43,210.0,3955898.0,234919.0,430627.0,130.0,615203.0,2730701.0,Real Estate & Home,desktop
0.36,80.0,4175022.0,226882.0,450246.0,40.0,642045.0,2801665.0,Real Estate & Home,desktop
0.86,320.0,4057946.0,1876031.0,104253.0,120.0,923417.0,1620316.0,Real Estate & Home,desktop
0.65,570.0,2934010.0,395362.0,248662.0,120.0,975163.0,1995735.0,Real Estate & Home,desktop
0.41,790.0,3591094.0,356880.0,308166.0,120.0,1129666.0,2580205.0,Real Estate & Home,desktop
0.42,720.0,3798663.0,458928.0,308164.0,120.0,1115825.0,2661827.0,Real Estate & Home,desktop
0.46,680.0,3821104.0,958260.0,155906.0,120.0,1027943.0,2211460.0,Real Estate & Home,desktop
0.91,180.0,4260401.0,1044229.0,304569.0,120.0,1092842.0,2648225.0,Real Estate & Home,desktop
0.57,560.0,3309798.0,265815.0,281757.0,70.0,1136081.0,2470123.0,Real Estate & Home,desktop
0.47,570.0,3102372.0,274334.0,308164.0,130.0,1174024.0,2247102.0,Real Estate & Home,desktop
0.49,680.0,2843684.0,127636.0,281753.0,80.0,1188123.0,2129864.0,Real Estate & Home,desktop
0.33,170.0,2720836.0,349516.0,169226.0,160.0,602003.0,1100903.0,Real Estate & Home,desktop
0.22,130.0,2806445.0,419352.0,118746.0,10.0,707281.0,1160548.0,Real Estate & Home,desktop
0.54,40.0,2820055.0,226582.0,212599.0,190.0,716994.0,1134879.0,Real Estate & Home,desktop
0.51,120.0,2852112.0,261868.0,212463.0,160.0,716977.0,1134416.0,Real Estate & Home,desktop
0.61,240.0,2826605.0,242766.0,212463.0,120.0,724126.0,1134741.0,Real Estate & Home,desktop
0.7,120.0,2819618.0,222066.0,212288.0,120.0,717231.0,1134705.0,Real Estate & Home,desktop
0.27,430.0,8126531.0,1386904.0,451200.0,70.0,3553638.0,7287915.0,Real Estate & Home,desktop
0.81,40.0,2898296.0,1215267.0,61130.0,0.0,497969.0,1677048.0,Real Estate & Home,desktop
0.58,280.0,2287807.0,376382.0,110818.0,0.0,652121.0,1090957.0,Real Estate & Home,desktop
0.93,200.0,1842346.0,35017.0,110818.0,0.0,630855.0,1089363.0,Real Estate & Home,desktop
0.63,440.0,2044143.0,74475.0,110818.0,0.0,707183.0,1089355.0,Real Estate & Home,desktop
0.64,190.0,2197644.0,377696.0,110793.0,0.0,630710.0,1089973.0,Real Estate & Home,desktop
0.72,160.0,1467135.0,32420.0,110790.0,0.0,423843.0,753538.0,Real Estate & Home,desktop
0.67,130.0,1911024.0,245218.0,110796.0,0.0,511370.0,904065.0,Real Estate & Home,desktop
0.83,280.0,1843549.0,368225.0,110791.0,0.0,425054.0,760712.0,Real Estate & Home,desktop
0.35,400.0,2073172.0,32354.0,110818.0,0.0,749466.0,1320904.0,Real Estate & Home,desktop
0.39,400.0,4777821.0,1449383.0,157778.0,0.0,1543122.0,1057161.0,Real Estate & Home,desktop
0.6,0.0,4345661.0,620825.0,213608.0,0.0,1461846.0,1053093.0,Real Estate & Home,desktop
0.62,0.0,3937204.0,361309.0,213608.0,0.0,1467090.0,1074131.0,Real Estate & Home,desktop
0.39,1160.0,4823809.0,1270119.0,213508.0,70.0,1461102.0,1021741.0,Real Estate & Home,desktop
0.42,1080.0,3639583.0,388685.0,213508.0,40.0,1466213.0,1018492.0,Real Estate & Home,desktop
0.39,1090.0,4725990.0,129432.0,127038.0,40.0,1592537.0,2408191.0,Real Estate & Home,desktop
0.44,1000.0,3966391.0,231202.0,126988.0,0.0,1584808.0,1635534.0,Real Estate & Home,desktop
0.45,1120.0,4053286.0,827074.0,213508.0,80.0,1462325.0,975167.0,Real Estate & Home,desktop
0.42,1080.0,4343218.0,1066707.0,213508.0,0.0,1464794.0,1025377.0,Real Estate & Home,desktop
0.43,1030.0,4011072.0,232053.0,126938.0,0.0,1582134.0,1679604.0,Real Estate & Home,desktop
0.75,90.0,3376064.0,1313084.0,38332.0,40.0,595621.0,3097584.0,Real Estate & Home,desktop
0.62,80.0,6063581.0,4027532.0,38332.0,90.0,587209.0,1816746.0,Real Estate & Home,desktop
0.51,280.0,2559742.0,618066.0,38331.0,50.0,562979.0,2343214.0,Real Estate & Home,desktop
0.55,120.0,3049235.0,1016256.0,38332.0,70.0,589241.0,1816823.0,Real Estate & Home,desktop
0.47,200.0,2940775.0,905742.0,38332.0,10.0,588186.0,2017751.0,Real Estate & Home,desktop
0.72,40.0,3638018.0,1600655.0,38332.0,0.0,594481.0,1829196.0,Real Estate & Home,desktop
0.64,80.0,3229819.0,1186789.0,38332.0,40.0,592311.0,1822225.0,Real Estate & Home,desktop
0.21,1040.0,4900820.0,237553.0,127311.0,130.0,1351568.0,4226623.0,Real Estate & Home,desktop
0.76,40.0,2807177.0,777756.0,38332.0,80.0,586834.0,1866279.0,Real Estate & Home,desktop
0.61,80.0,2794014.0,750867.0,38332.0,40.0,589108.0,1822482.0,Real Estate & Home,desktop
0.88,200.0,10850810.0,9048050.0,75774.0,40.0,567737.0,745937.0,Real Estate & Home,desktop
0.73,120.0,1499549.0,223081.0,75774.0,0.0,178587.0,111229.0,Real Estate & Home,desktop
0.69,80.0,2654225.0,748251.0,75774.0,0.0,567310.0,760733.0,Real Estate & Home,desktop
0.62,120.0,1303172.0,169828.0,75778.0,0.0,198921.0,111279.0,Real Estate & Home,desktop
0.79,160.0,1342763.0,181500.0,75774.0,0.0,198871.0,111315.0,Real Estate & Home,desktop
0.79,120.0,1779730.0,591305.0,75774.0,0.0,176827.0,392398.0,Real Estate & Home,desktop
0.93,80.0,1303618.0,169804.0,75774.0,0.0,199415.0,111923.0,Real Estate & Home,desktop
0.75,160.0,1529943.0,392234.0,75778.0,40.0,177235.0,392384.0,Real Estate & Home,desktop
0.86,160.0,1579134.0,441526.0,75774.0,0.0,177752.0,392383.0,Real Estate & Home,desktop
0.75,120.0,12047842.0,10785740.0,44800.0,70.0,533941.0,660484.0,Real Estate & Home,desktop
0.77,360.0,4091685.0,2791577.0,43414.0,80.0,576811.0,660392.0,Real Estate & Home,desktop
0.59,570.0,2243700.0,900954.0,43414.0,160.0,569723.0,660460.0,Real Estate & Home,desktop
0.78,600.0,2177790.0,848132.0,43414.0,120.0,575924.0,669971.0,Real Estate & Home,desktop
0.61,440.0,3498403.0,2181623.0,43414.0,120.0,577133.0,669882.0,Real Estate & Home,desktop
0.83,490.0,1899569.0,597789.0,43414.0,160.0,571498.0,660355.0,Real Estate & Home,desktop
0.91,370.0,2826965.0,1486049.0,43414.0,80.0,575894.0,669914.0,Real Estate & Home,desktop
0.53,480.0,3410519.0,2106242.0,43414.0,100.0,569950.0,660463.0,Real Estate & Home,desktop
0.88,390.0,2264387.0,930169.0,43414.0,70.0,575889.0,669892.0,Real Estate & Home,desktop
0.84,390.0,2948852.0,1600505.0,43414.0,110.0,575983.0,669976.0,Real Estate & Home,desktop
0.52,260.0,2109120.0,960705.0,259505.0,0.0,271843.0,167710.0,Professional Services,desktop
0.6,200.0,14727586.0,194301.0,13425721.0,160.0,343361.0,649628.0,Professional Services,desktop
0.65,0.0,1895907.0,875256.0,26139.0,0.0,225690.0,519986.0,Professional Services,desktop
0.99,0.0,1987192.0,1315596.0,242224.0,120.0,0.0,662.0,Professional Services,desktop
0.99,0.0,1061180.0,312941.0,304252.0,160.0,0.0,661.0,Professional Services,desktop
0.95,340.0,2632968.0,731655.0,277704.0,120.0,383644.0,1268878.0,Professional Services,desktop
0.93,40.0,919156.0,194375.0,304252.0,120.0,67086.0,662.0,Professional Services,desktop
0.98,0.0,844475.0,147853.0,304252.0,160.0,0.0,662.0,Professional Services,desktop
0.99,80.0,909470.0,184646.0,304252.0,160.0,67086.0,662.0,Professional Services,desktop
0.97,40.0,1104523.0,377654.0,304252.0,120.0,67086.0,662.0,Professional Services,desktop
1.0,0.0,759146.0,152261.0,242224.0,120.0,0.0,662.0,Professional Services,desktop
0.91,0.0,851526.0,181229.0,304252.0,120.0,0.0,662.0,Professional Services,desktop
0.96,200.0,1521574.0,323070.0,201340.0,0.0,389858.0,809195.0,Professional Services,desktop
0.93,200.0,1825470.0,629134.0,201341.0,0.0,390334.0,809232.0,Professional Services,desktop
0.7,120.0,1852597.0,655961.0,201343.0,0.0,390192.0,809234.0,Professional Services,desktop
0.88,240.0,1518074.0,322934.0,201339.0,0.0,390256.0,809586.0,Professional Services,desktop
0.88,360.0,1853982.0,658375.0,201336.0,0.0,389977.0,809250.0,Professional Services,desktop
0.93,200.0,1809712.0,613263.0,201340.0,0.0,390409.0,809345.0,Professional Services,desktop
0.93,180.0,2556365.0,1361540.0,201334.0,0.0,390336.0,809244.0,Professional Services,desktop
0.99,80.0,1059111.0,25114.0,219907.0,0.0,279609.0,809698.0,Professional Services,desktop
0.78,470.0,5320477.0,2473245.0,127197.0,90.0,962972.0,2033461.0,Professional Services,desktop
0.75,440.0,4319652.0,2092238.0,86031.0,160.0,657476.0,1432067.0,Professional Services,desktop
0.6,600.0,3202883.0,237186.0,103704.0,40.0,963329.0,2101983.0,Professional Services,desktop
0.63,720.0,4804625.0,1997585.0,103705.0,80.0,964805.0,2042819.0,Professional Services,desktop
0.93,0.0,2822442.0,596772.0,160037.0,120.0,660408.0,1421451.0,Professional Services,desktop
0.75,190.0,3814823.0,1548805.0,103704.0,150.0,656100.0,1465035.0,Professional Services,desktop
0.71,450.0,4412620.0,2147283.0,103704.0,220.0,658019.0,1461599.0,Professional Services,desktop
0.59,40.0,15933480.0,1746486.0,473269.0,80.0,1109869.0,12210883.0,Professional Services,desktop
0.73,40.0,2050960.0,264545.0,267563.0,0.0,521083.0,1317061.0,Professional Services,desktop
0.81,0.0,2058339.0,415332.0,205397.0,0.0,468852.0,1316419.0,Professional Services,desktop
0.76,0.0,2279370.0,626911.0,205072.0,0.0,469343.0,1324332.0,Professional Services,desktop
0.96,0.0,2281520.0,636160.0,204749.0,0.0,469350.0,1317318.0,Professional Services,desktop
0.94,40.0,2059965.0,455108.0,205398.0,0.0,469559.0,1281175.0,Professional Services,desktop
0.76,0.0,2595982.0,988536.0,205072.0,0.0,469684.0,1282016.0,Professional Services,desktop
0.9,0.0,2237145.0,626321.0,204748.0,0.0,469042.0,1281763.0,Professional Services,desktop
0.68,120.0,4168185.0,328217.0,392148.0,0.0,1220676.0,3283460.0,Professional Services,desktop
0.94,0.0,1891482.0,328627.0,160981.0,0.0,469638.0,1281565.0,Professional Services,desktop
0.7,0.0,2130764.0,485768.0,205399.0,0.0,469978.0,1316101.0,Professional Services,desktop
0.86,0.0,3529977.0,1035992.0,319630.0,0.0,640535.0,2342724.0,Professional Services,desktop
0.72,80.0,3514129.0,1950959.0,371025.0,0.0,449788.0,1525894.0,Professional Services,desktop
0.97,50.0,1507897.0,122604.0,195002.0,0.0,466052.0,1352477.0,Professional Services,desktop
0.77,10.0,3480664.0,35402.0,283266.0,0.0,1531783.0,3414300.0,Professional Services,desktop
0.63,430.0,1425721.0,46593.0,195002.0,0.0,468456.0,1349435.0,Professional Services,desktop
0.77,40.0,2371421.0,974465.0,219083.0,0.0,444420.0,1445741.0,Professional Services,desktop
0.86,160.0,3341671.0,60900.0,231618.0,0.0,1044129.0,3303496.0,Professional Services,desktop
0.73,70.0,1365326.0,22114.0,166535.0,0.0,444043.0,1311766.0,Professional Services,desktop
0.86,70.0,2991754.0,1479823.0,331408.0,0.0,444457.0,1476525.0,Professional Services,desktop
0.79,120.0,5039731.0,4218817.0,0.0,0.0,301014.0,505053.0,Professional Services,desktop
0.88,80.0,1296709.0,426537.0,20820.0,40.0,276986.0,505101.0,Professional Services,desktop
0.82,100.0,2113406.0,1233605.0,20820.0,80.0,277584.0,505026.0,Professional Services,desktop
0.99,130.0,904217.0,52983.0,20820.0,40.0,302503.0,505040.0,Professional Services,desktop
0.91,140.0,2071311.0,936549.0,20820.0,50.0,485345.0,505124.0,Professional Services,desktop
0.93,0.0,1323994.0,448041.0,20820.0,40.0,277568.0,505154.0,Professional Services,desktop
0.89,0.0,1229969.0,358411.0,20820.0,0.0,277690.0,505139.0,Professional Services,desktop
0.92,0.0,1388098.0,519951.0,20820.0,0.0,277626.0,505093.0,Professional Services,desktop
0.86,60.0,1300101.0,430664.0,20820.0,0.0,276989.0,505030.0,Professional Services,desktop
0.74,120.0,1827742.0,695693.0,20820.0,60.0,485928.0,505046.0,Professional Services,desktop
0.64,160.0,21297064.0,11396669.0,230707.0,0.0,863743.0,2163395.0,Professional Services,desktop
0.63,330.0,2643869.0,170399.0,86959.0,160.0,979141.0,2605331.0,Professional Services,desktop
0.83,320.0,2532520.0,271631.0,78408.0,120.0,940933.0,2503359.0,Professional Services,desktop
0.74,480.0,2299982.0,73628.0,78408.0,160.0,932193.0,2277283.0,Professional Services,desktop
0.56,280.0,4631428.0,181469.0,273223.0,120.0,1543825.0,4534031.0,Professional Services,desktop
0.74,620.0,4162672.0,1900135.0,46342.0,120.0,894790.0,4123801.0,Professional Services,desktop
0.6,310.0,2451879.0,196684.0,37792.0,120.0,962057.0,2428163.0,Professional Services,desktop
0.55,550.0,2450694.0,62939.0,37791.0,80.0,1035564.0,2428421.0,Professional Services,desktop
0.64,280.0,2493697.0,65612.0,37791.0,120.0,967215.0,2469726.0,Professional Services,desktop
0.77,280.0,2582407.0,77569.0,117159.0,120.0,959963.0,2556893.0,Professional Services,desktop
0.59,370.0,4277265.0,713083.0,218830.0,160.0,1256486.0,4218996.0,Professional Services,desktop
0.88,120.0,2301635.0,480369.0,649397.0,120.0,296277.0,788137.0,Professional Services,desktop
0.85,120.0,2088583.0,369847.0,557836.0,120.0,296216.0,788293.0,Professional Services,desktop
0.79,80.0,2121247.0,375605.0,558490.0,80.0,296464.0,793519.0,Professional Services,desktop
0.69,110.0,2006445.0,480686.0,386472.0,80.0,295561.0,755692.0,Professional Services,desktop
0.81,180.0,2038800.0,559203.0,339942.0,90.0,297165.0,756512.0,Professional Services,desktop
0.86,120.0,1874740.0,369519.0,340275.0,120.0,297207.0,788389.0,Professional Services,desktop
0.66,120.0,3251398.0,368540.0,685556.0,200.0,833946.0,1849886.0,Professional Services,desktop
0.69,90.0,2215438.0,375609.0,638135.0,90.0,296070.0,888096.0,Professional Services,desktop
0.73,240.0,2253727.0,480680.0,602881.0,80.0,296532.0,788340.0,Professional Services,desktop
0.66,440.0,2253734.0,479975.0,603878.0,40.0,296796.0,788458.0,Professional Services,desktop
0.9,0.0,3334534.0,1514354.0,299331.0,120.0,339768.0,1129770.0,Professional Services,desktop
0.92,0.0,1764661.0,249084.0,299338.0,40.0,313400.0,1020222.0,Professional Services,desktop
0.86,0.0,2004754.0,458139.0,267089.0,80.0,313631.0,985454.0,Professional Services,desktop
0.83,0.0,1901761.0,424970.0,266740.0,80.0,312923.0,982492.0,Professional Services,desktop
0.94,0.0,1937258.0,466560.0,266419.0,40.0,310999.0,978349.0,Professional Services,desktop
0.76,0.0,1988736.0,476695.0,266081.0,80.0,312997.0,980624.0,Professional Services,desktop
0.92,0.0,1813010.0,331525.0,266755.0,80.0,313634.0,983986.0,Professional Services,desktop
0.84,0.0,1725767.0,248204.0,266755.0,80.0,313071.0,984417.0,Professional Services,desktop
0.86,0.0,1818045.0,341404.0,266755.0,40.0,313601.0,981911.0,Professional Services,desktop
0.51,320.0,3138005.0,112278.0,76815.0,150.0,1057081.0,2520738.0,Professional Services,desktop
0.26,1520.0,26249954.0,3231510.0,214402.0,2520.0,1030990.0,3860770.0,Professional Services,desktop
0.41,80.0,5475676.0,885363.0,144273.0,1190.0,1013147.0,2251404.0,Professional Services,desktop
0.6,40.0,5987870.0,1465321.0,110640.0,1240.0,823373.0,2201167.0,Professional Services,desktop
0.42,120.0,8875230.0,3519277.0,164741.0,1200.0,1303800.0,2920394.0,Professional Services,desktop
0.33,300.0,4296374.0,1029273.0,96231.0,1200.0,441403.0,1970900.0,Professional Services,desktop
0.49,240.0,3529989.0,193227.0,89208.0,1240.0,457761.0,939850.0,Professional Services,desktop
0.62,120.0,5695613.0,1086247.0,84724.0,1160.0,839919.0,2266572.0,Professional Services,desktop
0.71,80.0,32453345.0,1390990.0,133497.0,160.0,732342.0,2205500.0,Professional Services,desktop
0.66,280.0,2083681.0,440337.0,112643.0,0.0,574342.0,1369032.0,Professional Services,desktop
0.52,240.0,2081213.0,440280.0,112643.0,0.0,574788.0,1366847.0,Professional Services,desktop
0.71,120.0,2194740.0,48110.0,149276.0,0.0,839036.0,938774.0,Professional Services,desktop
0.82,120.0,2496875.0,199865.0,149280.0,0.0,859211.0,1044677.0,Professional Services,desktop
0.71,0.0,2514631.0,214556.0,149280.0,0.0,858652.0,1044789.0,Professional Services,desktop
0.62,90.0,2499459.0,199574.0,149280.0,0.0,858723.0,1044791.0,Professional Services,desktop
0.57,570.0,2721845.0,41423.0,354568.0,0.0,830999.0,1267365.0,Professional Services,desktop
0.48,530.0,2720709.0,41378.0,354576.0,0.0,830535.0,1266225.0,Professional Services,desktop
0.74,40.0,2505393.0,205462.0,149280.0,0.0,858701.0,1047143.0,Professional Services,desktop
0.67,120.0,2482110.0,186410.0,149276.0,0.0,859648.0,1044386.0,Professional Services,desktop
0.95,0.0,4317990.0,2835037.0,220330.0,40.0,468434.0,1497285.0,Professional Services,desktop
0.81,120.0,5110427.0,3385953.0,221556.0,90.0,453972.0,1555213.0,Professional Services,desktop
0.86,260.0,2434638.0,888917.0,149583.0,80.0,413420.0,713012.0,Professional Services,desktop
0.78,320.0,5157859.0,3427252.0,221562.0,120.0,453949.0,1594851.0,Professional Services,desktop
0.94,240.0,1360210.0,157655.0,112264.0,0.0,392514.0,733782.0,Professional Services,desktop
0.97,0.0,2937584.0,228749.0,43776.0,0.0,415417.0,665622.0,Professional Services,desktop
0.94,0.0,3305627.0,537386.0,257052.0,120.0,996377.0,2623875.0,Professional Services,desktop
0.89,0.0,3972857.0,2251466.0,221560.0,40.0,449368.0,1548384.0,Professional Services,desktop
0.83,40.0,4462819.0,2260331.0,221562.0,80.0,452809.0,1555483.0,Professional Services,desktop
0.8,0.0,4912824.0,3428092.0,221569.0,80.0,356558.0,1354101.0,Professional Services,desktop
0.62,0.0,10860118.0,7539749.0,376870.0,0.0,564182.0,7498336.0,Professional Services,desktop
0.79,80.0,7392132.0,5296512.0,325700.0,0.0,559769.0,1381755.0,Professional Services,desktop
0.49,90.0,4675921.0,2573319.0,325699.0,0.0,570296.0,1381884.0,Professional Services,desktop
0.52,60.0,2126782.0,26790.0,325699.0,0.0,558445.0,1381685.0,Professional Services,desktop
0.71,310.0,4679553.0,2596054.0,325700.0,0.0,555820.0,1383812.0,Professional Services,desktop
0.77,90.0,4741041.0,2641523.0,325700.0,0.0,569908.0,1383254.0,Professional Services,desktop
0.48,50.0,4346894.0,2258229.0,325700.0,0.0,556820.0,1382396.0,Professional Services,desktop
0.59,60.0,2111426.0,32953.0,325700.0,0.0,556753.0,1381933.0,Professional Services,desktop
0.51,280.0,7385874.0,5296648.0,325700.0,0.0,557332.0,1381056.0,Professional Services,desktop
0.38,610.0,5743422.0,1609164.0,923654.0,110.0,1337805.0,2610112.0,Professional Services,desktop
0.56,430.0,5569793.0,569526.0,925474.0,120.0,1431137.0,3466891.0,Professional Services,desktop
0.62,0.0,4080460.0,260506.0,885901.0,80.0,1011349.0,2431378.0,Professional Services,desktop
0.55,0.0,9366192.0,874406.0,1061241.0,80.0,2817916.0,6751829.0,Professional Services,desktop
0.58,130.0,3825601.0,35611.0,856449.0,40.0,1009589.0,2431060.0,Professional Services,desktop
0.82,80.0,4018852.0,151474.0,923677.0,40.0,1008811.0,2430849.0,Professional Services,desktop
0.59,40.0,4067044.0,170904.0,890015.0,80.0,1011371.0,2430885.0,Professional Services,desktop
0.65,0.0,2883012.0,342663.0,48816.0,0.0,875549.0,1221716.0,Professional Services,desktop
0.73,0.0,2865051.0,353778.0,48813.0,0.0,883852.0,1185965.0,Professional Services,desktop
0.75,220.0,3386971.0,745433.0,232522.0,0.0,868328.0,1201622.0,Professional Services,desktop
0.84,0.0,2491461.0,359245.0,48816.0,80.0,680731.0,809454.0,Professional Services,desktop
0.63,320.0,3359424.0,745427.0,232504.0,160.0,850297.0,1165111.0,Professional Services,desktop
0.57,720.0,9075734.0,10771.0,339787.0,160.0,1187398.0,7237831.0,Professional Services,desktop
0.78,580.0,3365081.0,745136.0,232496.0,90.0,853126.0,1170430.0,Professional Services,desktop
0.45,310.0,3756377.0,10772.0,339812.0,220.0,1091785.0,2055211.0,Professional Services,desktop
0.54,600.0,9073715.0,11471.0,339793.0,120.0,1186089.0,7235848.0,Professional Services,desktop
0.48,410.0,3353512.0,745446.0,232486.0,160.0,839555.0,1166814.0,Professional Services,desktop
1.0,0.0,225525.0,145608.0,16901.0,0.0,21959.0,186917.0,Professional Services,desktop
1.0,20.0,90220.0,4891.0,16901.0,0.0,24053.0,46112.0,Professional Services,desktop
1.0,40.0,279718.0,200516.0,16901.0,0.0,21961.0,76134.0,Professional Services,desktop
1.0,40.0,181627.0,87468.0,16901.0,0.0,21966.0,83098.0,Professional Services,desktop
1.0,40.0,292885.0,209261.0,16901.0,0.0,21967.0,75427.0,Professional Services,desktop
1.0,40.0,173814.0,79447.0,16901.0,0.0,21961.0,75633.0,Professional Services,desktop
1.0,0.0,204615.0,110510.0,16901.0,0.0,21967.0,95029.0,Professional Services,desktop
1.0,40.0,288498.0,209307.0,16901.0,0.0,21967.0,76009.0,Professional Services,desktop
1.0,0.0,131458.0,51738.0,16901.0,0.0,22070.0,101064.0,Professional Services,desktop
1.0,0.0,309073.0,229764.0,16901.0,0.0,21967.0,92242.0,Professional Services,desktop
0.52,340.0,12060012.0,385388.0,311536.0,120.0,2712719.0,11732331.0,Professional Services,desktop
0.52,340.0,12100252.0,385318.0,311536.0,160.0,2717382.0,11772604.0,Professional Services,desktop
0.52,320.0,12191319.0,385351.0,405990.0,120.0,2718376.0,11863670.0,Professional Services,desktop
0.59,300.0,12099663.0,385356.0,311536.0,160.0,2717000.0,11771984.0,Professional Services,desktop
0.65,260.0,12094858.0,385422.0,311535.0,160.0,2713345.0,11767182.0,Professional Services,desktop
0.57,370.0,12227244.0,385395.0,405990.0,160.0,2741922.0,11899595.0,Professional Services,desktop
0.55,300.0,12094106.0,385434.0,311532.0,160.0,2710996.0,11766463.0,Professional Services,desktop
0.56,310.0,12094822.0,385418.0,311536.0,120.0,2712294.0,11767150.0,Professional Services,desktop
0.51,80.0,12093572.0,385328.0,311536.0,120.0,2710764.0,11765927.0,Professional Services,desktop
0.62,280.0,2315306.0,132770.0,194180.0,40.0,736820.0,2171728.0,Professional Services,desktop
